año,mes,fecha,barrio,distrito,latitud,longitud,precio_habitacion_eur,precio_vs_beca_mec_eur,anuncios_activos,matches_realizados,usuarios_activos_mes,pct_erasmus,eco_score,co2_ahorrado_kg_mes,pct_transporte_publico,distancia_universidad_km,tiempo_desplazamiento_min,indice_accesibilidad_beca,demanda_estimada_estudiantes,ratio_oferta_demanda,fraudes_detectados,contratos_digitales_firmados,satisfaccion_media,ods11_precio_accesible,alerta_precio_accesibilidad,universidad_referencia,perfil_dominante
2025,3,2025-03-01,Algirós,Algirós,39.478,-0.3395,399,49,36,9,109,0.3,C,203,0.59,4.3,31,114,392,0.09,1,5,4.4,SI,ALTO,UPV,ERASMUS
2025,3,2025-03-01,Extramurs,Extramurs,39.469,-0.382,456,106,47,17,140,0.41,D,251,0.77,1.3,17,130.3,485,0.1,2,10,4.3,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,3,2025-03-01,El Pla del Remei,Eixample,39.467,-0.373,518,168,55,18,178,0.26,A,304,0.71,4.1,30,148,630,0.09,3,10,4.6,NO,CRITICO,UV,ERASMUS
2025,3,2025-03-01,Mestalla,Quatre Carreres,39.465,-0.365,428,78,33,21,103,0.31,B,448,0.58,3.4,34,122.3,326,0.1,0,18,4.5,NO,CRITICO,UPV,ERASMUS
2025,3,2025-03-01,La Saïdia,La Saïdia,39.478,-0.375,418,68,41,25,140,0.43,C,385,0.8,3.4,32,119.4,500,0.08,1,20,4.7,NO,ALTO,UV,JOVEN_PROFESIONAL
2025,3,2025-03-01,Benicalap,Benicalap,39.49,-0.38,356,6,60,31,206,0.31,B,922,0.4,4.2,33,101.7,635,0.09,3,23,4.7,SI,MEDIO,UV,ERASMUS
2025,3,2025-03-01,Orriols,La Saïdia,39.485,-0.368,359,9,37,22,91,0.1,D,265,0.82,3.5,31,102.6,327,0.11,1,17,3.9,SI,MEDIO,UV,ESTUDIANTE
2025,3,2025-03-01,Torrefiel,La Saïdia,39.487,-0.362,332,-18,42,15,70,0.12,A,283,0.5,2.6,26,94.9,206,0.2,1,9,3.2,SI,MEDIO,UV,ESTUDIANTE
2025,3,2025-03-01,Ciutat Universitaria,Algirós,39.482,-0.345,402,52,63,41,178,0.16,C,1065,0.37,2,24,114.9,461,0.14,4,35,4.2,NO,ALTO,UPV,ESTUDIANTE
2025,3,2025-03-01,Arrancapins,Patraix,39.458,-0.375,393,43,38,11,88,0.26,B,199,0.7,4.4,41,112.3,328,0.12,1,6,3.7,SI,ALTO,UV,ERASMUS
2025,4,2025-04-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,496,146,54,34,123,0.38,A,552,0.76,4.4,36,141.7,487,0.11,3,28,3.7,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,4,2025-04-01,Benimaclet,Benimaclet,39.4815,-0.357,440,90,51,14,140,0.32,B,182,0.36,2.9,26,125.7,470,0.11,2,7,4.1,NO,CRITICO,UPV,ERASMUS
2025,4,2025-04-01,El Carmen,Ciutat Vella,39.4735,-0.3775,460,110,48,15,130,0.13,C,263,0.62,1.3,18,131.4,389,0.12,2,8,4.1,NO,CRITICO,UV,ESTUDIANTE
2025,4,2025-04-01,Campanar,Campanar,39.451,-0.339,409,59,61,33,204,0.42,A,633,0.77,1.2,14,116.9,749,0.08,4,25,4.7,NO,ALTO,UPV,JOVEN_PROFESIONAL
2025,4,2025-04-01,Patraix,Patraix,39.4605,-0.3605,362,12,60,23,146,0.24,C,237,0.63,2.3,21,103.4,446,0.13,3,14,3.8,SI,MEDIO,UPV,ERASMUS
2025,4,2025-04-01,Algirós,Algirós,39.478,-0.3395,399,49,49,20,160,0.21,A,283,0.4,2.8,25,114,587,0.08,2,13,4.6,SI,ALTO,UPV,ESTUDIANTE
2025,4,2025-04-01,Extramurs,Extramurs,39.469,-0.382,431,81,56,32,151,0.24,C,671,0.54,3.6,26,123.1,400,0.14,3,25,4.1,NO,CRITICO,UV,ERASMUS
2025,4,2025-04-01,El Pla del Remei,Eixample,39.467,-0.373,523,173,42,14,140,0.24,B,378,0.6,4.2,39,149.4,538,0.08,1,8,4.6,NO,CRITICO,UV,ERASMUS
2025,4,2025-04-01,Mestalla,Quatre Carreres,39.465,-0.365,418,68,57,26,118,0.36,A,657,0.81,3.4,31,119.4,341,0.17,3,18,3.5,NO,ALTO,UPV,JOVEN_PROFESIONAL
2025,4,2025-04-01,La Saïdia,La Saïdia,39.478,-0.375,393,43,46,15,137,0.21,C,160,0.68,4.8,35,112.3,374,0.12,2,9,4.3,SI,ALTO,UV,ESTUDIANTE
2025,4,2025-04-01,Benicalap,Benicalap,39.49,-0.38,376,26,61,15,163,0.29,D,175,0.6,4.5,33,107.4,641,0.1,4,8,4.1,SI,ALTO,UV,ERASMUS
2025,4,2025-04-01,Orriols,La Saïdia,39.485,-0.368,361,11,46,21,111,0.38,D,527,0.49,1.9,23,103.1,419,0.11,2,14,3.8,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,4,2025-04-01,Torrefiel,La Saïdia,39.487,-0.362,353,3,57,34,177,0.44,A,665,0.36,4,38,100.9,676,0.08,3,27,4.4,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,4,2025-04-01,Ciutat Universitaria,Algirós,39.482,-0.345,416,66,57,16,97,0.24,A,232,0.37,4,39,118.9,311,0.18,3,8,3.2,NO,ALTO,UPV,ERASMUS
2025,4,2025-04-01,Arrancapins,Patraix,39.458,-0.375,360,10,36,23,75,0.11,C,273,0.7,2.4,22,102.9,195,0.18,1,20,3.5,SI,MEDIO,UV,ESTUDIANTE
2025,5,2025-05-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,465,115,64,23,152,0.42,B,260,0.42,3.5,30,132.9,463,0.14,4,14,3.8,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,5,2025-05-01,Benimaclet,Benimaclet,39.4815,-0.357,437,87,60,27,184,0.16,C,279,0.38,3.4,28,124.9,644,0.09,3,18,4.4,NO,CRITICO,UPV,ESTUDIANTE
2025,5,2025-05-01,El Carmen,Ciutat Vella,39.4735,-0.3775,447,97,51,16,178,0.28,D,346,0.78,4.3,33,127.7,489,0.1,2,9,4.8,NO,CRITICO,UV,ERASMUS
2025,5,2025-05-01,Campanar,Campanar,39.451,-0.339,396,46,44,26,114,0.35,A,338,0.4,1.5,19,113.1,395,0.11,2,21,4,SI,ALTO,UPV,JOVEN_PROFESIONAL
2025,5,2025-05-01,Patraix,Patraix,39.4605,-0.3605,370,20,44,12,101,0.17,B,303,0.41,3,29,105.7,366,0.12,2,6,3.7,SI,ALTO,UPV,ESTUDIANTE
2025,5,2025-05-01,Algirós,Algirós,39.478,-0.3395,394,44,60,31,97,0.44,D,743,0.7,2,19,112.6,367,0.16,3,23,3.1,SI,ALTO,UPV,JOVEN_PROFESIONAL
2025,5,2025-05-01,Extramurs,Extramurs,39.469,-0.382,434,84,47,27,140,0.38,C,419,0.78,3.5,33,124,423,0.11,2,21,4.3,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,5,2025-05-01,El Pla del Remei,Eixample,39.467,-0.373,514,164,31,14,51,0.44,B,160,0.44,3.1,33,146.9,192,0.16,0,9,3.1,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,5,2025-05-01,Mestalla,Quatre Carreres,39.465,-0.365,439,89,36,11,90,0.16,A,262,0.74,3.3,33,125.4,355,0.1,1,6,3.9,NO,CRITICO,UPV,ESTUDIANTE
2025,5,2025-05-01,La Saïdia,La Saïdia,39.478,-0.375,404,54,39,23,130,0.22,A,433,0.74,2.6,26,115.4,444,0.09,1,18,4.7,NO,ALTO,UV,ESTUDIANTE
2025,5,2025-05-01,Benicalap,Benicalap,39.49,-0.38,343,-7,53,15,99,0.1,B,155,0.62,3.5,35,98,297,0.18,3,8,3.3,SI,MEDIO,UV,ESTUDIANTE
2025,5,2025-05-01,Orriols,La Saïdia,39.485,-0.368,352,2,33,13,86,0.38,A,169,0.47,2.8,24,100.6,317,0.1,0,8,4,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,5,2025-05-01,Torrefiel,La Saïdia,39.487,-0.362,329,-21,62,40,100,0.31,B,704,0.71,2.5,21,94,322,0.19,4,34,3.1,SI,MEDIO,UV,ERASMUS
2025,5,2025-05-01,Ciutat Universitaria,Algirós,39.482,-0.345,405,55,44,12,142,0.13,B,326,0.72,3.9,37,115.7,435,0.1,2,6,4.5,NO,ALTO,UPV,ESTUDIANTE
2025,5,2025-05-01,Arrancapins,Patraix,39.458,-0.375,389,39,65,23,107,0.29,C,400,0.69,1.7,20,111.1,425,0.15,4,13,3.1,SI,ALTO,UV,ERASMUS
2025,6,2025-06-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,465,115,45,15,141,0.24,A,224,0.42,2.2,26,132.9,486,0.09,2,9,4.5,NO,CRITICO,UV,ERASMUS
2025,6,2025-06-01,Benimaclet,Benimaclet,39.4815,-0.357,422,72,30,18,84,0.16,B,219,0.68,2.5,22,120.6,278,0.11,0,15,4.2,NO,CRITICO,UPV,ESTUDIANTE
2025,6,2025-06-01,El Carmen,Ciutat Vella,39.4735,-0.3775,461,111,35,9,118,0.42,A,255,0.66,4.7,45,131.7,430,0.08,1,5,4.7,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,6,2025-06-01,Campanar,Campanar,39.451,-0.339,390,40,61,39,167,0.26,A,746,0.41,1.3,14,111.4,607,0.1,4,33,4.1,SI,ALTO,UPV,ERASMUS
2025,6,2025-06-01,Patraix,Patraix,39.4605,-0.3605,349,-1,53,14,148,0.33,B,332,0.82,2.1,22,99.7,475,0.11,3,7,4.2,SI,MEDIO,UPV,ERASMUS
2025,6,2025-06-01,Algirós,Algirós,39.478,-0.3395,353,3,38,12,127,0.4,A,335,0.74,3.2,24,100.9,334,0.11,1,7,4.6,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2025,6,2025-06-01,Extramurs,Extramurs,39.469,-0.382,447,97,38,18,60,0.45,D,236,0.49,4.1,40,127.7,233,0.16,1,13,3.1,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,6,2025-06-01,El Pla del Remei,Eixample,39.467,-0.373,506,156,33,15,65,0.36,A,240,0.48,4.2,37,144.6,250,0.13,0,10,3.4,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,6,2025-06-01,Mestalla,Quatre Carreres,39.465,-0.365,397,47,58,34,191,0.2,B,890,0.69,1.7,18,113.4,528,0.11,3,27,4.6,SI,ALTO,UPV,ESTUDIANTE
2025,6,2025-06-01,La Saïdia,La Saïdia,39.478,-0.375,387,37,49,21,103,0.16,C,522,0.66,1.5,21,110.6,324,0.15,2,14,3.5,SI,ALTO,UV,ESTUDIANTE
2025,6,2025-06-01,Benicalap,Benicalap,39.49,-0.38,336,-14,47,17,103,0.16,C,293,0.51,2.9,21,96,320,0.15,2,10,3.6,SI,MEDIO,UV,ESTUDIANTE
2025,6,2025-06-01,Orriols,La Saïdia,39.485,-0.368,331,-19,36,20,90,0.38,D,357,0.54,1.1,17,94.6,295,0.12,1,15,3.9,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,6,2025-06-01,Torrefiel,La Saïdia,39.487,-0.362,335,-15,63,31,115,0.1,B,458,0.43,4.1,33,95.7,438,0.14,4,22,3.3,SI,MEDIO,UV,ESTUDIANTE
2025,6,2025-06-01,Ciutat Universitaria,Algirós,39.482,-0.345,404,54,49,18,90,0.25,A,197,0.78,1.3,12,115.4,308,0.16,2,11,3.3,NO,ALTO,UPV,ERASMUS
2025,6,2025-06-01,Arrancapins,Patraix,39.458,-0.375,365,15,51,30,177,0.37,A,630,0.8,4.3,36,104.3,609,0.08,2,24,4.8,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,7,2025-07-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,439,89,55,24,102,0.2,C,702,0.8,3.9,36,125.4,288,0.19,3,16,3.3,NO,CRITICO,UV,ESTUDIANTE
2025,7,2025-07-01,Benimaclet,Benimaclet,39.4815,-0.357,397,47,38,10,106,0.22,A,126,0.45,4.4,39,113.4,293,0.13,1,5,4.2,SI,ALTO,UPV,ESTUDIANTE
2025,7,2025-07-01,El Carmen,Ciutat Vella,39.4735,-0.3775,444,94,37,20,96,0.15,A,397,0.73,3.1,26,126.9,325,0.11,1,15,4,NO,CRITICO,UV,ESTUDIANTE
2025,7,2025-07-01,Campanar,Campanar,39.451,-0.339,368,18,54,32,184,0.2,D,925,0.84,4.5,37,105.1,585,0.09,3,26,4.7,SI,MEDIO,UPV,ESTUDIANTE
2025,7,2025-07-01,Patraix,Patraix,39.4605,-0.3605,327,-23,44,24,131,0.34,D,437,0.76,4.1,31,93.4,361,0.12,2,18,4.3,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2025,7,2025-07-01,Algirós,Algirós,39.478,-0.3395,356,6,37,18,109,0.43,C,204,0.7,1.1,18,101.7,338,0.11,1,13,4.3,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2025,7,2025-07-01,Extramurs,Extramurs,39.469,-0.382,412,62,40,18,120,0.36,A,220,0.45,3.2,27,117.7,355,0.11,1,12,4.4,NO,ALTO,UV,JOVEN_PROFESIONAL
2025,7,2025-07-01,El Pla del Remei,Eixample,39.467,-0.373,475,125,64,36,125,0.21,A,1009,0.58,2.6,24,135.7,382,0.17,4,28,3.4,NO,CRITICO,UV,ESTUDIANTE
2025,7,2025-07-01,Mestalla,Quatre Carreres,39.465,-0.365,390,40,57,30,139,0.18,D,701,0.39,1.1,8,111.4,398,0.14,3,22,3.8,SI,ALTO,UPV,ESTUDIANTE
2025,7,2025-07-01,La Saïdia,La Saïdia,39.478,-0.375,375,25,61,19,204,0.3,D,368,0.35,1.6,21,107.1,621,0.1,3,11,4.7,SI,ALTO,UV,ERASMUS
2025,7,2025-07-01,Benicalap,Benicalap,39.49,-0.38,313,-37,50,29,149,0.25,D,466,0.39,2.4,23,89.4,390,0.13,2,23,4.3,SI,BAJO,UV,ERASMUS
2025,7,2025-07-01,Orriols,La Saïdia,39.485,-0.368,325,-25,55,25,96,0.29,C,541,0.49,3.8,35,92.9,332,0.17,3,17,3.2,SI,MEDIO,UV,ERASMUS
2025,7,2025-07-01,Torrefiel,La Saïdia,39.487,-0.362,295,-55,56,21,157,0.37,C,429,0.43,1.8,17,84.3,422,0.13,3,13,4.2,SI,BAJO,UV,JOVEN_PROFESIONAL
2025,7,2025-07-01,Ciutat Universitaria,Algirós,39.482,-0.345,375,25,36,11,109,0.39,B,296,0.55,1.4,21,107.1,293,0.12,1,6,4.4,SI,ALTO,UPV,JOVEN_PROFESIONAL
2025,7,2025-07-01,Arrancapins,Patraix,39.458,-0.375,335,-15,59,32,108,0.35,C,865,0.48,4.3,33,95.7,289,0.2,3,24,3.3,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,8,2025-08-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,452,102,35,20,86,0.33,C,306,0.64,3.8,35,129.1,309,0.11,1,16,3.9,NO,CRITICO,UV,ERASMUS
2025,8,2025-08-01,Benimaclet,Benimaclet,39.4815,-0.357,423,73,65,23,213,0.32,A,505,0.59,1.6,15,120.9,852,0.08,4,14,4.6,NO,CRITICO,UPV,ERASMUS
2025,8,2025-08-01,El Carmen,Ciutat Vella,39.4735,-0.3775,450,100,31,15,94,0.32,C,443,0.81,1.3,12,128.6,366,0.08,0,10,4.4,NO,CRITICO,UV,ERASMUS
2025,8,2025-08-01,Campanar,Campanar,39.451,-0.339,355,5,35,15,72,0.2,D,259,0.65,1.7,20,101.4,213,0.16,1,10,3.5,SI,MEDIO,UPV,ESTUDIANTE
2025,8,2025-08-01,Patraix,Patraix,39.4605,-0.3605,314,-36,53,33,84,0.29,D,551,0.65,1.9,20,89.7,216,0.25,3,27,3.1,SI,BAJO,UPV,ERASMUS
2025,8,2025-08-01,Algirós,Algirós,39.478,-0.3395,356,6,57,32,130,0.4,C,898,0.67,4.6,35,101.7,436,0.13,3,25,3.7,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2025,8,2025-08-01,Extramurs,Extramurs,39.469,-0.382,429,79,60,18,130,0.36,A,262,0.68,2.1,26,122.6,501,0.12,3,10,3.6,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,8,2025-08-01,El Pla del Remei,Eixample,39.467,-0.373,470,120,48,30,143,0.14,A,470,0.66,4.9,36,134.3,448,0.11,2,25,4.3,NO,CRITICO,UV,ESTUDIANTE
2025,8,2025-08-01,Mestalla,Quatre Carreres,39.465,-0.365,380,30,57,17,165,0.12,B,487,0.42,3.5,32,108.6,458,0.12,3,9,4.2,SI,ALTO,UPV,ESTUDIANTE
2025,8,2025-08-01,La Saïdia,La Saïdia,39.478,-0.375,373,23,54,27,83,0.42,D,528,0.4,1.8,14,106.6,271,0.2,3,19,3,SI,ALTO,UV,JOVEN_PROFESIONAL
2025,8,2025-08-01,Benicalap,Benicalap,39.49,-0.38,311,-39,34,19,57,0.25,B,450,0.47,3.9,32,88.9,161,0.21,0,15,3.2,SI,BAJO,UV,ERASMUS
2025,8,2025-08-01,Orriols,La Saïdia,39.485,-0.368,306,-44,51,24,110,0.31,C,658,0.66,2.6,23,87.4,328,0.16,2,17,3.6,SI,BAJO,UV,ERASMUS
2025,8,2025-08-01,Torrefiel,La Saïdia,39.487,-0.362,306,-44,61,23,133,0.42,D,294,0.69,3.2,30,87.4,448,0.14,4,14,3.6,SI,BAJO,UV,JOVEN_PROFESIONAL
2025,8,2025-08-01,Ciutat Universitaria,Algirós,39.482,-0.345,400,50,54,28,81,0.42,D,308,0.68,3.1,23,114.3,317,0.17,3,20,3,NO,ALTO,UPV,JOVEN_PROFESIONAL
2025,8,2025-08-01,Arrancapins,Patraix,39.458,-0.375,348,-2,47,29,136,0.2,D,530,0.55,4.5,39,99.4,468,0.1,2,24,4.3,SI,MEDIO,UV,ESTUDIANTE
2025,9,2025-09-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,421,71,48,27,76,0.35,C,345,0.56,1.7,21,120.3,192,0.25,2,21,3.1,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,9,2025-09-01,Benimaclet,Benimaclet,39.4815,-0.357,418,68,32,16,56,0.2,D,422,0.76,3.4,34,119.4,219,0.15,0,12,3.2,NO,ALTO,UPV,ESTUDIANTE
2025,9,2025-09-01,El Carmen,Ciutat Vella,39.4735,-0.3775,447,97,62,16,153,0.23,B,327,0.61,3,29,127.7,596,0.1,4,8,3.9,NO,CRITICO,UV,ERASMUS
2025,9,2025-09-01,Campanar,Campanar,39.451,-0.339,345,-5,56,20,116,0.31,C,426,0.78,2.6,18,98.6,312,0.18,3,12,3.5,SI,MEDIO,UPV,ERASMUS
2025,9,2025-09-01,Patraix,Patraix,39.4605,-0.3605,347,-3,53,15,163,0.39,A,322,0.85,4.9,45,99.1,635,0.08,3,8,4.4,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2025,9,2025-09-01,Algirós,Algirós,39.478,-0.3395,339,-11,49,28,109,0.44,C,536,0.58,4.6,42,96.9,307,0.16,2,22,3.6,SI,MEDIO,UPV,JOVEN_PROFESIONAL
2025,9,2025-09-01,Extramurs,Extramurs,39.469,-0.382,394,44,65,40,159,0.31,A,984,0.44,4.8,35,112.6,420,0.15,4,33,3.9,SI,ALTO,UV,ERASMUS
2025,9,2025-09-01,El Pla del Remei,Eixample,39.467,-0.373,455,105,58,33,118,0.32,C,931,0.66,1.8,22,130,316,0.18,3,26,3.5,NO,CRITICO,UV,ERASMUS
2025,9,2025-09-01,Mestalla,Quatre Carreres,39.465,-0.365,397,47,35,20,87,0.33,D,362,0.71,2.9,30,113.4,305,0.11,1,15,3.9,SI,ALTO,UPV,ERASMUS
2025,9,2025-09-01,La Saïdia,La Saïdia,39.478,-0.375,360,10,42,11,64,0.13,D,110,0.58,3.9,39,102.9,185,0.23,1,6,3,SI,MEDIO,UV,ESTUDIANTE
2025,9,2025-09-01,Benicalap,Benicalap,39.49,-0.38,322,-28,37,13,68,0.11,D,150,0.5,2.5,22,92,227,0.16,1,8,3.3,SI,MEDIO,UV,ESTUDIANTE
2025,9,2025-09-01,Orriols,La Saïdia,39.485,-0.368,300,-50,49,18,86,0.17,C,372,0.4,1.2,12,85.7,248,0.2,2,11,3.2,SI,BAJO,UV,ESTUDIANTE
2025,9,2025-09-01,Torrefiel,La Saïdia,39.487,-0.362,312,-38,46,21,99,0.42,D,418,0.79,2.4,20,89.1,365,0.13,2,14,3.6,SI,BAJO,UV,JOVEN_PROFESIONAL
2025,9,2025-09-01,Ciutat Universitaria,Algirós,39.482,-0.345,366,16,52,32,165,0.23,A,479,0.59,2,23,104.6,449,0.12,2,26,4.5,SI,MEDIO,UPV,ERASMUS
2025,9,2025-09-01,Arrancapins,Patraix,39.458,-0.375,337,-13,37,12,108,0.3,C,195,0.68,4.1,38,96.3,339,0.11,1,7,4.3,SI,MEDIO,UV,ERASMUS
2025,10,2025-10-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,429,79,31,17,82,0.36,C,335,0.76,1.4,20,122.6,225,0.14,0,13,4,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,10,2025-10-01,Benimaclet,Benimaclet,39.4815,-0.357,402,52,40,22,130,0.42,A,587,0.39,3.6,32,114.9,421,0.1,1,17,4.6,NO,ALTO,UPV,JOVEN_PROFESIONAL
2025,10,2025-10-01,El Carmen,Ciutat Vella,39.4735,-0.3775,441,91,36,22,87,0.15,B,533,0.74,1.5,22,126,309,0.12,1,18,3.8,NO,CRITICO,UV,ESTUDIANTE
2025,10,2025-10-01,Campanar,Campanar,39.451,-0.339,347,-3,64,37,171,0.24,C,708,0.66,4.3,37,99.1,452,0.14,4,29,4.1,SI,MEDIO,UPV,ERASMUS
2025,10,2025-10-01,Patraix,Patraix,39.4605,-0.3605,326,-24,61,39,208,0.33,B,1091,0.65,3.7,30,93.1,622,0.1,4,33,4.7,SI,MEDIO,UPV,ERASMUS
2025,10,2025-10-01,Algirós,Algirós,39.478,-0.3395,366,16,54,34,146,0.22,D,412,0.75,2.3,22,104.6,550,0.1,3,28,4.1,SI,MEDIO,UPV,ERASMUS
2025,10,2025-10-01,Extramurs,Extramurs,39.469,-0.382,400,50,59,26,89,0.39,A,751,0.66,3.2,32,114.3,248,0.24,3,17,3,NO,ALTO,UV,JOVEN_PROFESIONAL
2025,10,2025-10-01,El Pla del Remei,Eixample,39.467,-0.373,466,116,39,11,62,0.16,B,175,0.55,3.6,32,133.1,186,0.21,1,6,3.1,NO,CRITICO,UV,ESTUDIANTE
2025,10,2025-10-01,Mestalla,Quatre Carreres,39.465,-0.365,410,60,64,33,119,0.3,D,363,0.48,4.4,36,117.1,464,0.14,4,24,3.3,NO,ALTO,UPV,ERASMUS
2025,10,2025-10-01,La Saïdia,La Saïdia,39.478,-0.375,362,12,32,13,77,0.23,B,312,0.77,4.5,34,103.4,218,0.15,0,8,3.8,SI,MEDIO,UV,ERASMUS
2025,10,2025-10-01,Benicalap,Benicalap,39.49,-0.38,331,-19,63,26,197,0.12,B,690,0.78,2.9,31,94.6,698,0.09,4,17,4.5,SI,MEDIO,UV,ESTUDIANTE
2025,10,2025-10-01,Orriols,La Saïdia,39.485,-0.368,316,-34,32,16,89,0.24,A,170,0.59,2.9,30,90.3,301,0.11,0,11,4.2,SI,BAJO,UV,ERASMUS
2025,10,2025-10-01,Torrefiel,La Saïdia,39.487,-0.362,303,-47,36,18,61,0.28,B,377,0.39,3.9,32,86.6,198,0.18,1,13,3.2,SI,BAJO,UV,ERASMUS
2025,10,2025-10-01,Ciutat Universitaria,Algirós,39.482,-0.345,399,49,56,35,188,0.14,B,941,0.37,3,27,114,723,0.08,3,29,4.7,SI,ALTO,UPV,ESTUDIANTE
2025,10,2025-10-01,Arrancapins,Patraix,39.458,-0.375,357,7,42,18,98,0.3,A,382,0.51,2.6,19,102,371,0.11,1,12,3.7,SI,MEDIO,UV,ERASMUS
2025,11,2025-11-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,452,102,44,26,93,0.17,A,316,0.58,2.8,27,129.1,308,0.14,2,21,3.6,NO,CRITICO,UV,ESTUDIANTE
2025,11,2025-11-01,Benimaclet,Benimaclet,39.4815,-0.357,420,70,59,29,136,0.28,C,514,0.67,1.2,10,120,493,0.12,3,21,3.7,NO,CRITICO,UPV,ERASMUS
2025,11,2025-11-01,El Carmen,Ciutat Vella,39.4735,-0.3775,434,84,38,23,87,0.22,D,464,0.75,4.2,38,124,262,0.15,1,19,3.7,NO,CRITICO,UV,ERASMUS
2025,11,2025-11-01,Campanar,Campanar,39.451,-0.339,381,31,48,18,142,0.11,D,514,0.65,3.4,30,108.9,519,0.09,2,11,4.3,SI,ALTO,UPV,ESTUDIANTE
2025,11,2025-11-01,Patraix,Patraix,39.4605,-0.3605,338,-12,37,20,78,0.33,A,467,0.83,1.6,14,96.6,248,0.15,1,15,3.6,SI,MEDIO,UPV,ERASMUS
2025,11,2025-11-01,Algirós,Algirós,39.478,-0.3395,375,25,30,15,78,0.43,A,301,0.79,1.5,15,107.1,298,0.1,0,11,4,SI,ALTO,UPV,JOVEN_PROFESIONAL
2025,11,2025-11-01,Extramurs,Extramurs,39.469,-0.382,418,68,49,21,152,0.4,D,330,0.46,4.1,36,119.4,485,0.1,2,14,4.5,NO,ALTO,UV,JOVEN_PROFESIONAL
2025,11,2025-11-01,El Pla del Remei,Eixample,39.467,-0.373,491,141,60,34,208,0.11,B,354,0.72,4.4,38,140.3,763,0.08,3,27,4.8,NO,CRITICO,UV,ESTUDIANTE
2025,11,2025-11-01,Mestalla,Quatre Carreres,39.465,-0.365,410,60,33,10,76,0.16,A,106,0.73,4.8,42,117.1,277,0.12,0,5,3.7,NO,ALTO,UPV,ESTUDIANTE
2025,11,2025-11-01,La Saïdia,La Saïdia,39.478,-0.375,367,17,65,24,103,0.28,A,578,0.52,2.6,21,104.9,285,0.23,4,14,3.1,SI,MEDIO,UV,ERASMUS
2025,11,2025-11-01,Benicalap,Benicalap,39.49,-0.38,349,-1,40,17,133,0.25,A,218,0.66,2.7,26,99.7,526,0.08,1,11,4.6,SI,MEDIO,UV,ERASMUS
2025,11,2025-11-01,Orriols,La Saïdia,39.485,-0.368,335,-15,48,27,87,0.36,A,305,0.65,2.5,19,95.7,331,0.15,2,21,3.3,SI,MEDIO,UV,JOVEN_PROFESIONAL
2025,11,2025-11-01,Torrefiel,La Saïdia,39.487,-0.362,314,-36,36,23,91,0.4,C,623,0.76,2,22,89.7,310,0.12,1,19,3.9,SI,BAJO,UV,JOVEN_PROFESIONAL
2025,11,2025-11-01,Ciutat Universitaria,Algirós,39.482,-0.345,386,36,61,28,179,0.11,A,332,0.42,3.7,34,110.3,553,0.11,4,19,4.3,SI,ALTO,UPV,ESTUDIANTE
2025,11,2025-11-01,Arrancapins,Patraix,39.458,-0.375,346,-4,31,13,59,0.27,D,164,0.6,3.7,26,98.9,182,0.17,0,8,3.4,SI,MEDIO,UV,ERASMUS
2025,12,2025-12-01,Ruzafa,Quatre Carreres,39.4635,-0.3765,475,125,53,15,181,0.37,C,357,0.48,2.6,26,135.7,687,0.08,3,8,4.7,NO,CRITICO,UV,JOVEN_PROFESIONAL
2025,12,2025-12-01,Benimaclet,Benimaclet,39.4815,-0.357,420,70,58,32,180,0.28,B,876,0.66,3.9,36,120,583,0.1,3,24,4.4,NO,CRITICO,UPV,ERASMUS
2025,12,2025-12-01,El Carmen,Ciutat Vella,39.4735,-0.3775,431,81,47,13,162,0.22,A,177,0.61,4.8,43,123.1,412,0.11,2,7,4.7,NO,CRITICO,UV,ERASMUS
